StudentID,InCollege,Georgia,Age,StateCode,Year
215,0,0,18,56,90
216,0,0,19,56,90
217,1,0,19,56,90
218,1,0,19,56,90
219,0,0,19,56,90
220,0,0,18,56,90
221,1,0,18,56,90
222,0,0,19,56,90
223,0,0,18,56,90
224,1,0,19,56,90
225,0,0,18,56,90
226,1,0,18,56,90
227,0,0,19,56,90
228,0,0,19,56,90
229,0,0,19,56,90
230,1,0,19,56,90
231,1,0,18,56,90
232,0,0,19,56,90
233,0,0,18,56,90
234,0,0,18,56,90
235,0,0,19,56,90
236,1,0,18,56,90
237,1,0,19,56,90
238,1,0,19,56,90
239,1,0,19,56,90
240,1,0,19,56,90
241,1,0,18,56,90
242,1,0,18,56,90
243,1,0,18,56,90
244,0,0,18,56,90
245,0,0,18,56,90
246,0,0,18,56,90
247,0,0,18,56,90
248,1,0,19,56,90
249,1,0,18,56,90
250,1,0,19,56,90
251,1,0,18,56,90
252,0,0,19,56,90
253,0,0,18,56,90
254,0,0,19,56,90
255,0,0,19,56,90
256,0,0,18,56,90
257,0,0,18,56,90
258,1,0,18,56,90
259,0,0,18,56,90
260,0,0,18,56,90
261,1,0,18,56,90
262,1,0,18,56,90
263,0,0,18,56,90
264,1,0,18,56,90
265,0,0,18,56,90
266,1,0,19,56,90
267,0,0,19,56,90
268,0,0,18,56,90
269,0,0,19,56,90
270,1,0,18,56,90
271,0,0,19,56,90
272,0,0,19,56,90
273,1,0,19,56,90
274,0,0,18,56,90
275,0,0,19,56,90
276,1,0,18,56,90
277,0,0,19,56,90
278,0,0,19,56,90
279,1,0,18,56,90
280,0,0,19,56,90
281,1,0,19,56,90
282,1,0,18,56,90
283,1,0,19,56,90
284,1,0,19,56,90
285,0,0,18,56,90
286,0,0,19,56,90
287,1,0,19,56,90
288,0,0,19,56,90
289,1,0,18,56,90
290,0,0,19,56,90
291,1,0,19,56,90
292,1,0,19,56,90
293,0,0,19,56,90
294,0,0,19,56,90
295,0,0,19,56,90
296,1,0,18,56,90
297,0,0,18,56,90
298,0,0,18,56,90
299,1,0,18,56,90
300,1,0,18,56,90
301,1,0,18,56,90
302,1,0,18,56,90
303,0,0,18,56,90
304,0,0,19,56,90
305,1,0,19,56,90
306,1,0,19,56,90
307,1,0,18,56,90
308,0,0,18,56,90
309,1,0,19,56,90
310,0,0,18,56,90
311,0,0,18,56,90
312,1,0,19,56,90
313,1,0,19,56,90
314,1,0,19,56,90
315,1,0,18,56,90
316,1,0,19,56,90
317,1,0,19,56,90
318,1,0,19,56,90
319,0,0,19,56,90
320,1,0,19,56,90
321,1,0,19,56,90
322,0,0,18,56,90
323,1,0,19,56,90
324,1,0,19,56,90
325,0,0,18,56,90
326,0,0,18,56,90
327,0,0,19,56,90
328,1,0,18,56,90
329,1,0,19,56,90
330,1,0,18,56,90
331,1,0,18,56,90
332,0,0,19,56,90
333,1,0,18,56,90
334,0,0,19,56,90
335,0,0,19,56,90
336,0,0,19,56,90
337,0,0,19,56,90
338,1,0,18,56,90
339,0,0,18,56,90
340,0,0,18,56,90
341,0,0,18,56,90
342,0,0,19,56,90
343,0,0,18,56,90
344,1,0,18,56,90
345,0,0,18,56,90
346,0,0,18,56,90
347,1,0,18,56,90
348,1,0,19,56,90
349,1,0,18,56,90
350,1,0,19,56,90
351,0,0,19,56,90
352,0,0,19,56,90
353,0,0,18,56,90
354,0,0,19,56,90
355,1,0,19,56,90
356,1,0,19,56,90
357,1,0,19,56,90
358,1,0,19,56,90
359,0,0,18,56,90
360,0,0,19,56,90
361,1,0,19,56,90
362,0,0,18,56,90
363,0,0,19,56,90
364,1,0,19,56,90
365,1,0,19,56,90
366,1,0,18,56,90
367,0,0,18,56,90
368,0,0,18,56,90
369,1,0,19,56,90
370,0,0,18,56,90
371,1,0,18,56,90
372,0,0,18,56,90
373,0,0,18,56,90
374,0,0,18,56,90
375,0,0,19,56,90
376,0,0,19,56,91
377,1,0,18,56,91
378,0,0,19,56,91
379,0,0,19,56,91
380,1,0,19,56,91
381,1,0,18,56,91
382,0,0,19,56,91
383,0,0,19,56,91
384,1,0,18,56,91
385,0,0,18,56,91
386,0,0,18,56,91
387,1,0,19,56,91
388,0,0,19,56,91
389,0,0,19,56,91
390,0,0,18,56,91
391,0,0,19,56,91
392,1,0,18,56,91
393,0,0,18,56,91
394,0,0,18,56,91
395,1,0,19,56,91
396,0,0,18,56,91
397,0,0,19,56,91
398,1,0,18,56,91
399,1,0,19,56,91
400,1,0,18,56,91
401,1,0,19,56,91
402,0,0,19,56,91
403,1,0,18,56,91
404,0,0,19,56,91
405,1,0,18,56,91
406,0,0,19,56,91
407,1,0,19,56,91
408,0,0,19,56,91
409,0,0,19,56,91
410,1,0,18,56,91
411,1,0,19,56,91
412,0,0,18,56,91
413,0,0,18,56,91
414,1,0,18,56,91
415,0,0,19,56,91
416,1,0,18,56,91
417,0,0,18,56,91
418,0,0,18,56,91
419,0,0,18,56,91
420,0,0,19,56,91
421,0,0,19,56,91
422,1,0,19,56,91
423,1,0,18,56,91
424,0,0,19,56,91
425,0,0,19,56,91
426,1,0,19,56,91
427,0,0,18,56,91
428,0,0,19,56,91
429,0,0,18,56,91
430,0,0,19,56,91
431,1,0,18,56,91
432,0,0,18,56,91
433,1,0,19,56,91
434,1,0,18,56,91
435,0,0,19,56,91
436,1,0,19,56,91
437,0,0,18,56,91
438,1,0,19,56,91
439,0,0,19,56,91
440,1,0,19,56,91
441,0,0,19,56,91
442,1,0,18,56,91
443,0,0,18,56,91
444,1,0,19,56,91
445,0,0,18,56,91
446,0,0,18,56,91
447,1,0,19,56,91
448,0,0,19,56,91
449,0,0,18,56,91
450,0,0,19,56,91
451,0,0,19,56,91
452,0,0,18,56,91
453,1,0,18,56,91
454,0,0,18,56,91
455,0,0,18,56,91
456,0,0,19,56,91
457,0,0,18,56,91
458,1,0,18,56,91
459,1,0,18,56,91
460,0,0,19,56,91
461,1,0,18,56,91
462,0,0,18,56,91
463,1,0,18,56,91
464,1,0,19,56,91
465,0,0,18,56,91
466,0,0,18,56,91
467,1,0,19,56,91
468,0,0,19,56,91
469,0,0,18,56,91
470,1,0,19,56,91
471,0,0,19,56,91
472,1,0,19,56,91
473,0,0,19,56,91
474,1,0,19,56,91
475,0,0,18,56,91
476,1,0,19,56,91
477,0,0,19,56,91
478,1,0,19,56,91
479,1,0,18,56,91
480,0,0,18,56,91
481,0,0,18,56,91
482,0,0,19,56,91
483,0,0,18,56,91
484,1,0,19,56,91
485,0,0,19,56,91
486,0,0,18,56,91
487,0,0,19,56,91
488,0,0,19,56,91
489,0,0,19,56,91
490,0,0,19,56,91
491,0,0,18,56,91
492,1,0,19,56,91
493,1,0,18,56,91
494,1,0,19,56,91
495,0,0,18,56,91
496,1,0,19,56,91
497,1,0,18,56,91
498,1,0,19,56,91
499,1,0,19,56,91
500,1,0,18,56,91
501,0,0,18,56,91
502,1,0,19,56,91
503,0,0,18,56,91
504,0,0,18,56,91
505,0,0,19,56,91
506,0,0,18,56,91
507,0,0,19,56,91
508,0,0,19,56,91
509,0,0,18,56,91
510,1,0,19,56,91
511,1,0,18,56,91
512,0,0,18,56,91
513,1,0,19,56,91
514,0,0,18,56,91
515,1,0,18,56,91
516,0,0,18,56,91
517,0,0,18,56,91
518,0,0,18,56,91
519,1,0,18,56,91
520,1,0,19,56,91
521,0,0,18,56,91
522,0,0,19,56,91
523,0,0,18,56,91
524,0,0,18,56,92
525,0,0,19,56,92
526,0,0,19,56,92
527,0,0,19,56,92
528,0,0,18,56,92
529,1,0,18,56,92
530,0,0,19,56,92
531,0,0,18,56,92
532,0,0,19,56,92
533,0,0,18,56,92
534,0,0,19,56,92
535,0,0,19,56,92
536,1,0,19,56,92
537,0,0,18,56,92
538,1,0,18,56,92
539,1,0,19,56,92
540,1,0,19,56,92
541,0,0,18,56,92
542,1,0,19,56,92
543,1,0,18,56,92
544,1,0,18,56,92
545,1,0,18,56,92
546,1,0,18,56,92
547,0,0,19,56,92
548,1,0,19,56,92
549,1,0,19,56,92
550,0,0,19,56,92
551,0,0,18,56,92
552,0,0,18,56,92
553,0,0,19,56,92
554,1,0,18,56,92
555,0,0,19,56,92
556,0,0,19,56,92
557,1,0,18,56,92
558,0,0,18,56,92
559,0,0,19,56,92
560,1,0,18,56,92
561,0,0,19,56,92
562,0,0,19,56,92
563,1,0,18,56,92
564,1,0,18,56,92
565,0,0,19,56,92
566,0,0,18,56,92
567,0,0,19,56,92
568,1,0,19,56,92
569,1,0,19,56,92
570,1,0,19,56,92
571,0,0,19,56,92
572,1,0,19,56,92
573,0,0,18,56,92
574,0,0,19,56,92
575,1,0,19,56,92
576,0,0,18,56,92
577,0,0,19,56,92
578,0,0,19,56,92
579,1,0,18,56,92
580,0,0,19,56,92
581,0,0,18,56,92
582,1,0,18,56,92
583,0,0,19,56,92
584,0,0,19,56,92
585,0,0,19,56,92
586,0,0,19,56,92
587,0,0,18,56,92
588,0,0,18,56,92
589,0,0,18,56,92
590,1,0,19,56,92
591,0,0,19,56,92
592,1,0,18,56,92
593,0,0,18,56,92
594,1,0,18,56,92
595,1,0,19,56,92
596,1,0,19,56,92
597,1,0,19,56,92
598,0,0,18,56,92
599,0,0,18,56,92
600,0,0,19,56,92
601,1,0,19,56,92
602,0,0,18,56,92
603,1,0,18,56,92
604,1,0,19,56,92
605,0,0,18,56,92
606,1,0,19,56,92
607,0,0,19,56,92
608,0,0,19,56,92
609,1,0,19,56,92
610,1,0,19,56,92
611,1,0,18,56,92
612,0,0,19,56,92
613,1,0,18,56,92
614,0,0,18,56,92
615,0,0,18,56,92
616,0,0,18,56,92
617,1,0,19,56,92
618,0,0,19,56,92
619,0,0,18,56,92
620,1,0,19,56,92
621,0,0,18,56,92
622,0,0,19,56,92
623,0,0,19,56,92
624,1,0,19,56,92
625,1,0,18,56,92
626,0,0,18,56,92
627,1,0,18,56,92
628,0,0,19,56,92
629,0,0,18,56,92
630,0,0,18,56,92
631,1,0,19,56,92
632,1,0,18,56,92
633,0,0,19,56,92
634,1,0,18,56,92
635,1,0,18,56,92
636,1,0,19,56,92
637,1,0,18,56,92
638,0,0,18,56,92
639,0,0,19,56,92
640,0,0,19,56,92
641,0,0,18,56,92
642,0,0,18,56,92
643,0,0,18,56,92
644,1,0,18,56,92
645,1,0,18,56,92
646,0,0,19,56,92
647,0,0,18,56,92
648,1,0,18,56,92
649,0,0,19,56,92
650,1,0,18,56,92
651,0,0,18,56,92
652,1,0,18,56,92
653,1,0,19,56,92
654,1,0,19,56,92
655,1,0,18,56,92
656,0,0,19,56,92
657,0,0,19,56,92
658,1,0,19,56,93
659,1,0,19,56,93
660,1,0,19,56,93
661,1,0,19,56,93
662,0,0,19,56,93
663,0,0,19,56,93
664,1,0,19,56,93
665,1,0,18,56,93
666,1,0,19,56,93
667,0,0,19,56,93
668,0,0,19,56,93
669,1,0,18,56,93
670,0,0,19,56,93
671,0,0,18,56,93
672,1,0,19,56,93
673,0,0,19,56,93
674,0,0,18,56,93
675,1,0,18,56,93
676,0,0,18,56,93
677,1,0,18,56,93
678,0,0,18,56,93
679,1,0,18,56,93
680,0,0,18,56,93
681,0,0,18,56,93
682,0,0,18,56,93
683,0,0,19,56,93
684,1,0,19,56,93
685,1,0,18,56,93
686,0,0,18,56,93
687,1,0,18,56,93
688,0,0,19,56,93
689,1,0,18,56,93
690,1,0,19,56,93
691,0,0,19,56,93
692,0,0,19,56,93
693,1,0,19,56,93
694,1,0,18,56,93
695,0,0,19,56,93
696,1,0,18,56,93
697,0,0,19,56,93
698,0,0,18,56,93
699,0,0,18,56,93
700,0,0,19,56,93
701,0,0,18,56,93
702,0,0,18,56,93
703,0,0,18,56,93
704,0,0,18,56,93
705,0,0,19,56,93
706,0,0,18,56,93
707,0,0,18,56,93
708,1,0,18,56,93
709,0,0,18,56,93
710,0,0,18,56,93
711,0,0,19,56,93
712,0,0,19,56,93
713,0,0,18,56,93
714,1,0,18,56,93
715,0,0,19,56,93
716,0,0,19,56,93
717,0,0,19,56,93
718,1,0,18,56,93
719,0,0,19,56,93
720,1,0,18,56,93
721,0,0,18,56,93
722,0,0,19,56,93
723,0,0,19,56,93
724,1,0,18,56,93
725,0,0,18,56,93
726,0,0,18,56,93
727,0,0,18,56,93
728,0,0,18,56,93
729,1,0,18,56,93
730,0,0,18,56,93
731,0,0,18,56,93
732,0,0,19,56,93
733,0,0,19,56,93
734,1,0,18,56,93
735,1,0,19,56,93
736,1,0,19,56,93
737,0,0,19,56,93
738,0,0,18,56,93
739,1,0,19,56,93
740,1,0,18,56,93
741,0,0,18,56,93
742,1,0,19,56,93
743,0,0,18,56,93
744,0,0,19,56,93
745,0,0,18,56,93
746,1,0,18,56,93
747,0,0,19,56,93
748,0,0,18,56,93
749,1,0,19,56,93
750,0,0,18,56,93
751,1,0,19,56,93
752,0,0,18,56,93
753,1,0,19,56,93
754,0,0,18,56,93
755,1,0,18,56,93
756,0,0,18,56,93
757,0,0,18,56,93
758,1,0,18,56,93
759,1,0,18,56,93
760,1,0,18,56,93
761,1,0,18,56,93
762,0,0,19,56,93
763,0,0,18,56,93
764,0,0,19,56,93
765,1,0,18,56,93
766,1,0,18,56,93
767,1,0,19,56,93
768,1,0,19,56,93
769,1,0,19,56,93
770,0,0,18,56,93
771,0,0,18,56,93
772,0,0,18,56,93
773,1,0,18,56,93
774,1,0,19,56,93
775,0,0,18,56,93
776,0,0,19,56,93
777,1,0,19,56,93
778,1,0,19,56,93
779,0,0,19,56,93
780,0,0,18,56,93
781,0,0,19,56,93
782,1,0,19,56,93
783,0,0,18,56,93
784,1,0,18,56,93
785,1,0,18,56,93
786,1,0,18,56,93
787,1,0,18,56,94
788,1,0,19,56,94
789,0,0,19,56,94
790,1,0,19,56,94
791,1,0,18,56,94
792,1,0,18,56,94
793,1,0,18,56,94
794,1,0,19,56,94
795,0,0,18,56,94
796,0,0,19,56,94
797,0,0,18,56,94
798,0,0,18,56,94
799,1,0,19,56,94
800,0,0,19,56,94
801,1,0,19,56,94
802,1,0,18,56,94
803,0,0,19,56,94
804,0,0,19,56,94
805,0,0,19,56,94
806,0,0,19,56,94
807,0,0,18,56,94
808,1,0,18,56,94
809,0,0,18,56,94
810,1,0,19,56,94
811,0,0,19,56,94
812,1,0,18,56,94
813,1,0,19,56,94
814,0,0,18,56,94
815,0,0,18,56,94
816,1,0,19,56,94
817,0,0,19,56,94
818,0,0,19,56,94
819,1,0,18,56,94
820,0,0,18,56,94
821,0,0,19,56,94
822,1,0,18,56,94
823,0,0,19,56,94
824,1,0,18,56,94
825,1,0,18,56,94
826,0,0,19,56,94
827,0,0,19,56,94
828,1,0,18,56,94
829,0,0,18,56,94
830,1,0,18,56,94
831,0,0,18,56,94
832,1,0,18,56,94
833,1,0,18,56,94
834,1,0,18,56,94
835,0,0,18,56,94
836,0,0,19,56,94
837,0,0,18,56,94
838,0,0,18,56,94
839,1,0,18,56,94
840,0,0,18,56,94
841,1,0,19,56,94
842,1,0,18,56,94
843,0,0,18,56,94
844,0,0,19,56,94
845,0,0,19,56,94
846,1,0,19,56,94
847,1,0,19,56,94
848,0,0,18,56,94
849,1,0,18,56,94
850,0,0,18,56,94
851,1,0,18,56,94
852,0,0,18,56,94
853,0,0,18,56,94
854,1,0,19,56,94
855,1,0,19,56,94
856,1,0,19,56,94
857,0,0,19,56,94
858,0,0,18,56,94
859,0,0,19,56,94
860,1,0,19,56,94
861,0,0,19,56,94
862,0,0,19,56,94
863,0,0,18,56,94
864,0,0,18,56,94
865,0,0,18,56,94
866,0,0,18,56,94
867,1,0,18,56,94
868,0,0,19,56,94
869,0,0,19,56,94
870,1,0,18,56,94
871,1,0,19,56,94
872,1,0,18,56,94
873,0,0,18,56,94
874,0,0,19,56,94
875,1,0,19,56,94
876,0,0,18,56,94
877,0,0,18,56,94
878,0,0,18,56,94
879,1,0,18,56,94
880,0,0,18,56,94
881,1,0,19,56,94
882,0,0,18,56,94
883,0,0,19,56,94
884,0,0,19,56,94
885,0,0,18,56,94
886,1,0,19,56,94
887,1,0,19,56,94
888,1,0,19,56,94
889,0,0,19,56,94
890,1,0,18,56,94
891,0,0,18,56,94
892,0,0,18,56,94
893,1,0,19,56,94
894,0,0,19,56,94
895,1,0,18,56,94
896,1,0,19,56,94
897,1,0,18,56,94
898,0,0,19,56,94
899,0,0,19,56,94
900,1,0,19,56,94
901,0,0,18,56,94
902,0,0,19,56,94
903,0,0,19,56,94
904,0,0,19,56,94
905,0,0,19,56,94
906,0,0,19,56,94
907,0,0,18,56,94
908,0,0,19,56,94
909,0,0,18,56,94
910,1,0,18,56,94
911,0,0,18,56,94
912,0,0,18,56,94
913,1,0,19,56,94
914,0,0,19,56,94
915,1,0,19,56,94
916,1,0,19,56,94
917,0,0,19,56,94
918,1,0,18,56,94
919,1,0,18,56,94
920,1,0,18,56,94
921,0,0,18,56,94
922,0,0,18,56,94
923,1,0,18,56,94
924,1,0,18,56,94
925,1,0,19,56,94
926,0,0,19,56,94
927,0,0,18,56,94
928,1,0,19,56,95
929,0,0,19,56,95
930,0,0,19,56,95
931,0,0,18,56,95
932,0,0,18,56,95
933,0,0,19,56,95
934,0,0,18,56,95
935,0,0,18,56,95
936,1,0,18,56,95
937,1,0,19,56,95
938,1,0,18,56,95
939,1,0,18,56,95
940,0,0,18,56,95
941,0,0,19,56,95
942,0,0,18,56,95
943,0,0,19,56,95
944,0,0,19,56,95
945,1,0,18,56,95
946,1,0,19,56,95
947,0,0,18,56,95
948,0,0,18,56,95
949,0,0,18,56,95
950,0,0,19,56,95
951,0,0,18,56,95
952,0,0,18,56,95
953,1,0,19,56,95
954,0,0,18,56,95
955,1,0,18,56,95
956,0,0,18,56,95
957,0,0,18,56,95
958,0,0,19,56,95
959,1,0,18,56,95
960,0,0,18,56,95
961,0,0,18,56,95
962,1,0,18,56,95
963,1,0,18,56,95
964,0,0,19,56,95
965,0,0,19,56,95
966,1,0,19,56,95
967,0,0,19,56,95
968,1,0,19,56,95
969,1,0,19,56,95
970,0,0,19,56,95
971,0,0,19,56,95
972,0,0,19,56,95
973,0,0,18,56,95
974,1,0,18,56,95
975,0,0,19,56,95
976,0,0,18,56,95
977,0,0,19,56,95
978,1,0,19,56,95
979,0,0,19,56,95
980,0,0,18,56,95
981,0,0,18,56,95
982,1,0,18,56,95
983,0,0,18,56,95
984,1,0,18,56,95
985,1,0,19,56,95
986,0,0,18,56,95
987,0,0,18,56,95
988,1,0,18,56,95
989,1,0,18,56,95
990,1,0,19,56,95
991,1,0,18,56,95
992,0,0,19,56,95
993,0,0,19,56,95
994,1,0,18,56,95
995,1,0,19,56,95
996,1,0,19,56,95
997,0,0,19,56,95
998,0,0,18,56,95
999,1,0,18,56,95
1000,0,0,18,56,95
1001,1,0,19,56,95
1002,0,0,18,56,95
1003,0,0,19,56,95
1004,1,0,19,56,95
1005,0,0,19,56,95
1006,0,0,19,56,95
1007,1,0,19,56,95
1008,1,0,19,56,95
1009,1,0,19,56,95
1010,0,0,18,56,95
1011,0,0,18,56,95
1012,1,0,19,56,95
1013,0,0,18,56,95
1014,0,0,19,56,95
1015,1,0,18,56,95
1016,1,0,18,56,95
1017,0,0,18,56,95
1018,0,0,18,56,95
1019,1,0,19,56,95
1020,0,0,18,56,95
1021,1,0,18,56,95
1022,0,0,19,56,95
1023,0,0,18,56,95
1024,1,0,19,56,95
1025,0,0,18,56,95
1026,0,0,18,56,95
1027,0,0,19,56,95
1028,1,0,19,56,95
1029,0,0,19,56,95
1030,1,0,18,56,95
1031,0,0,18,56,95
1032,1,0,18,56,95
1033,1,0,19,56,95
1034,1,0,19,56,95
1035,1,0,19,56,95
1036,0,0,19,56,95
1037,1,0,18,56,95
1038,1,0,19,56,95
1039,1,0,19,56,95
1040,0,0,19,56,95
1041,0,0,19,56,95
1042,0,0,19,56,95
1043,0,0,18,56,95
1044,1,0,19,56,95
1045,1,0,19,56,95
1046,0,0,18,56,95
1047,1,0,18,56,95
1048,0,0,18,56,95
1049,0,0,18,56,95
1050,1,0,18,56,95
1051,0,0,18,56,95
1052,0,0,18,56,95
1053,0,0,19,56,96
1054,0,0,18,56,96
1055,0,0,18,56,96
1056,0,0,18,56,96
1057,0,0,19,56,96
1058,1,0,19,56,96
1059,0,0,18,56,96
1060,0,0,19,56,96
1061,0,0,19,56,96
1062,1,0,18,56,96
1063,1,0,19,56,96
1064,0,0,18,56,96
1065,0,0,18,56,96
1066,0,0,19,56,96
1067,0,0,18,56,96
1068,1,0,19,56,96
1069,1,0,18,56,96
1070,1,0,19,56,96
1071,0,0,19,56,96
1072,0,0,19,56,96
1073,1,0,18,56,96
1074,0,0,19,56,96
1075,0,0,18,56,96
1076,0,0,18,56,96
1077,1,0,18,56,96
1078,0,0,18,56,96
1079,1,0,18,56,96
1080,0,0,18,56,96
1081,1,0,18,56,96
1082,0,0,18,56,96
1083,0,0,18,56,96
1084,1,0,19,56,96
1085,0,0,18,56,96
1086,0,0,18,56,96
1087,0,0,19,56,96
1088,0,0,18,56,96
1089,1,0,18,56,96
1090,0,0,18,56,96
1091,0,0,19,56,96
1092,0,0,19,56,96
1093,1,0,19,56,96
1094,0,0,18,56,96
1095,1,0,19,56,96
1096,0,0,19,56,96
1097,0,0,18,56,96
1098,0,0,18,56,96
1099,1,0,19,56,96
1100,1,0,18,56,96
1101,1,0,18,56,96
1102,0,0,19,56,96
1103,1,0,18,56,96
1104,0,0,19,56,96
1105,1,0,19,56,96
1106,0,0,18,56,96
1107,0,0,18,56,96
1108,0,0,18,56,96
1109,0,0,18,56,96
1110,0,0,19,56,96
1111,1,0,19,56,96
1112,1,0,18,56,96
1113,1,0,19,56,96
1114,0,0,18,56,96
1115,1,0,19,56,96
1116,0,0,18,56,96
1117,1,0,19,56,96
1118,1,0,18,56,96
1119,0,0,18,56,96
1120,0,0,19,56,97
1121,1,0,19,56,97
1122,1,0,19,56,97
1123,0,0,18,56,97
1124,0,0,19,56,97
1125,1,0,19,56,97
1126,1,0,19,56,97
1127,0,0,19,56,97
1128,1,0,19,56,97
1129,0,0,18,56,97
1130,1,0,19,56,97
1131,1,0,18,56,97
1132,1,0,19,56,97
1133,1,0,18,56,97
1134,1,0,18,56,97
1135,0,0,19,56,97
1136,1,0,19,56,97
1137,0,0,18,56,97
1138,0,0,19,56,97
1139,1,0,19,56,97
1140,1,0,18,56,97
1141,1,0,18,56,97
1142,0,0,19,56,97
1143,0,0,18,56,97
1144,0,0,19,56,97
1145,0,0,18,56,97
1146,0,0,18,56,97
1147,1,0,19,56,97
1148,0,0,18,56,97
1149,0,0,18,56,97
