DistNumber,Year,CycleSwitch,AfterSwitch,AvgSalary
4817280,2007,0,1,40746.78956
4817280,2008,0,1,39419.01501
4817280,2009,0,1,41210.82571
4817390,2003,0,0,44626.12437
4817390,2004,0,0,42796.73079
4817390,2005,0,0,42512.79415
4817390,2006,0,0,45103.01472
4817390,2007,0,1,44331.19202
4817390,2008,0,1,43662.00995
4817390,2009,0,1,46748.37928
4817400,2003,1,0,47462.23897
4817400,2004,1,0,46245.22636
4817400,2005,1,0,46550.89485
4817400,2006,1,0,47844.16203
4817400,2007,1,1,47890.862
4817400,2008,1,1,46496.01137
4817400,2009,1,1,51428.90789
4817460,2003,1,0,42803.26155
4817460,2004,1,0,41526.79823
4817460,2005,1,0,42432.51311
4817460,2006,1,0,41551.9934
4817460,2007,1,1,40934.24863
4817460,2008,1,1,40974.00855
4817460,2009,1,1,42206.14083
4817550,2003,0,0,41272.92985
4817550,2004,0,0,41098.14484
4817550,2005,0,0,40217.1146
4817550,2006,0,0,42694.69482
4817550,2007,0,1,41793.26712
4817550,2008,0,1,39735.00256
4817550,2009,0,1,41729.34531
4817580,2003,0,0,42874.63418
4817580,2004,0,0,41762.74768
4817580,2005,0,0,41091.59992
4817580,2006,0,0,41626.20184
4817580,2007,0,1,41060.96633
4817580,2008,0,1,39933.98924
4817580,2009,0,1,39771.58735
4817610,2003,0,0,42843.03906
4817610,2004,0,0,42846.87992
4817610,2005,0,0,42653.59062
4817610,2006,0,0,44225.32888
4817610,2007,0,1,43128.15309
4817610,2008,0,1,42548.00036
4817610,2009,0,1,45863.99341
4817640,2003,0,0,50193.02173
4817640,2004,0,0,50618.29966
4817640,2005,0,0,49570.42165
4817640,2006,0,0,49794.58043
4817640,2007,0,1,49352.44897
4817640,2008,0,1,47102.99102
4817640,2009,0,1,48956.47814
4817700,2003,0,0,50422.30402
4817700,2004,0,0,50125.81251
4817700,2005,0,0,49563.80373
4817700,2006,0,0,50927.70832
4817700,2007,0,1,51544.29625
4817700,2008,0,1,51220.00318
4817700,2009,0,1,52461.71055
4817730,2003,0,0,48391.19407
4817730,2004,0,0,48333.72602
4817730,2005,0,0,48133.81331
4817730,2006,0,0,49301.64368
4817730,2007,0,1,50655.38719
4817730,2008,0,1,49735.01887
4817730,2009,0,1,50888.23747
4817760,2003,0,0,48566.69481
4817760,2004,0,0,49087.2403
4817760,2005,0,0,47770.80328
4817760,2006,0,0,49230.65108
4817760,2007,0,1,49623.34954
4817760,2008,0,1,50285.01209
4817760,2009,0,1,51038.66221
4817790,2003,0,0,42996.32699
4817790,2004,0,0,42280.30785
4817790,2005,0,0,40728.60753
4817790,2006,0,0,42534.61208
4817790,2007,0,1,41943.67908
4817790,2008,0,1,39808.01599
4817790,2009,0,1,40897.68641
4817830,2003,0,0,45743.47526
4817830,2004,0,0,44946.80244
4817830,2005,0,0,43725.01404
4817830,2006,0,0,46478.89849
4817830,2007,0,1,45786.59646
4817830,2008,0,1,45173.99993
4817830,2009,0,1,46619.44583
4817850,2003,0,0,50278.39466
4817850,2004,0,0,49588.86196
4817850,2005,0,0,49246.9924
4817850,2006,0,0,50068.05114
4817850,2007,0,1,50157.89906
4817850,2008,0,1,50158.99926
4817850,2009,0,1,51794.81458
4817880,2003,1,0,42281.47719
4817880,2004,1,0,42541.38683
4817880,2005,1,0,42696.4864
4817880,2006,1,0,43436.69989
4817880,2007,1,1,43191.00468
4817880,2008,1,1,44260.01161
4817880,2009,1,1,45677.73698
4817960,2003,0,0,41030.74687
4817960,2004,0,0,39617.28825
4817960,2005,0,0,39202.88661
4817960,2006,0,0,40886.33809
4817960,2007,0,1,40008.28402
4817960,2008,0,1,38807.99086
4817960,2009,0,1,39440.56163
4818000,2003,0,0,45525.87259
4818000,2004,0,0,45830.28279
4818000,2005,0,0,43734.89792
4818000,2006,0,0,46033.6651
4818000,2007,0,1,46771.25582
4818000,2008,0,1,46573.98566
4818000,2009,0,1,47569.40801
4818030,2003,0,0,40637.62522
4818030,2004,0,0,41338.67555
4818030,2005,0,0,40903.49828
4818030,2006,0,0,42396.8364
4818030,2007,0,1,42143.47648
4818030,2008,0,1,39856.98153
4818030,2009,0,1,40367.70527
4818060,2003,0,0,45504.82029
4818060,2004,0,0,44385.89057
4818060,2005,0,0,44062.70058
4818060,2006,0,0,45377.54228
4818060,2007,0,1,44995.56594
4818060,2008,0,1,42910.01727
4818060,2009,0,1,44045.34913
4818070,2003,0,0,42325.93623
4818070,2004,0,0,39675.43959
4818070,2005,0,0,38536.29239
4818070,2006,0,0,42159.39518
4818070,2007,0,1,41630.52912
4818070,2008,0,1,41162.00263
4818070,2009,0,1,43101.42674
4818120,2003,0,0,42618.41897
4818120,2004,0,0,42485.51723
4818120,2005,0,0,42160.80242
4818120,2006,0,0,43705.91988
4818120,2007,0,1,44472.32718
4818120,2008,0,1,44561.99184
4818120,2009,0,1,45373.69094
4818150,2003,0,0,47961.79787
4818150,2004,0,0,47321.40721
4818150,2005,0,0,46845.71541
4818150,2006,0,0,47622.60636
4818150,2007,0,1,47914.57178
4818150,2008,0,1,48741.99533
4818150,2009,0,1,49616.81918
4818180,2003,0,0,46509.84815
4818180,2004,0,0,45426.72977
4818180,2005,0,0,46679.5942
4818180,2006,0,0,47330.07281
4818180,2007,0,1,48135.00683
4818180,2008,0,1,48351.98294
4818180,2009,0,1,49487.14755
4818210,2003,0,0,44113.66004
4818210,2004,0,0,42575.56102
4818210,2005,0,0,41954.00051
4818210,2006,0,0,43292.53398
4818210,2007,0,1,43191.00468
4818210,2008,0,1,42114.99058
4818210,2009,0,1,43331.93968
4818280,2003,0,0,47788.66527
4818280,2004,0,0,46668.19921
4818280,2005,0,0,46243.9915
4818280,2006,0,0,47700.01342
4818280,2007,0,1,47186.34806
4818280,2008,0,1,48065.00657
4818280,2009,0,1,49283.16918
4818300,2003,0,0,46265.29753
4818300,2004,0,0,45036.82242
4818300,2005,0,0,45042.79293
4818300,2006,0,0,47341.71971
4818300,2007,0,1,47805.39416
4818300,2008,0,1,48325.01492
4818300,2009,0,1,49168.62228
4818330,2003,0,0,41092.73639
4818330,2004,0,0,39399.5467
4818330,2005,0,0,38571.51601
4818330,2006,0,0,40150.66367
4818330,2007,0,1,40087.61023
4818330,2008,0,1,40738.00834
4818330,2009,0,1,41863.39479
4818360,2003,0,0,46833.92254
4818360,2004,0,0,46224.72307
4818360,2005,0,0,43668.88098
4818360,2006,0,0,45088.17748
4818360,2007,0,1,43936.69064
4818360,2008,0,1,44530.00261
4818360,2009,0,1,46774.24442
4818390,2003,0,0,41100.92772
4818390,2004,0,0,39603.61353
4818390,2005,0,0,38975.19193
4818390,2006,0,0,41095.12699
4818390,2007,0,1,40239.02071
4818390,2008,0,1,38532.98494
4818390,2009,0,1,39923.0987
4818480,2003,1,0,42502.57845
4818480,2004,1,0,41534.7592
4818480,2005,1,0,40173.10826
4818480,2006,1,0,41757.65
4818480,2007,1,1,41092.89315
4818480,2008,1,1,39276.0085
4818480,2009,1,1,40329.53367
4818540,2003,0,0,48994.91789
4818540,2004,0,0,48753.24576
4818540,2005,0,0,48791.61899
4818540,2006,0,0,49791.39885
4818540,2007,0,1,48734.46551
4818540,2008,0,1,47599.99433
4818540,2009,0,1,49221.68445
4818600,2003,1,0,43656.22247
4818600,2004,1,0,40563.47701
4818600,2005,1,0,40749.5098
4818600,2006,1,0,43405.93241
4818600,2007,1,1,44145.81328
4818600,2008,1,1,43035.99663
4818600,2009,1,1,45406.80588
4818660,2003,1,0,38157.20764
4818660,2004,1,0,34849.78418
4818660,2005,1,0,34348.61113
4818660,2006,1,0,37056.52675
4818660,2007,1,1,36448.59879
4818660,2008,1,1,37854.99473
4818660,2009,1,1,40653.82806
4818690,2003,1,0,40372.01724
4818690,2004,1,0,40642.15981
4818690,2005,1,0,39961.91459
4818690,2006,1,0,42767.80334
4818690,2007,1,1,43309.42364
4818690,2008,1,1,40139.982
4818690,2009,1,1,41118.25641
4818720,2003,0,0,43414.00521
4818720,2004,0,0,39714.16619
4818720,2005,0,0,40495.41105
4818720,2006,0,0,42023.71657
4818720,2007,0,1,42252.65625
4818720,2008,0,1,43253.98911
4818720,2009,0,1,43325.45221
4818750,2003,1,0,49206.7124
4818750,2004,1,0,48044.15464
4818750,2005,1,0,45214.38513
4818750,2006,1,0,45179.29924
4818750,2007,1,1,43930.53159
4818750,2008,1,1,42367.00751
4818750,2009,1,1,42575.92645
4818780,2003,0,0,40497.2262
4818780,2004,0,0,40169.04739
4818780,2005,0,0,38550.59121
4818780,2006,0,0,42357.59435
4818780,2007,0,1,40699.40895
4818780,2008,0,1,38462.01665
4818780,2009,0,1,38722.88687
4818810,2003,0,0,48833.46858
4818810,2004,0,0,48330.31513
4818810,2005,0,0,47661.9078
4818810,2006,0,0,48783.33712
4818810,2007,0,1,48125.73489
4818810,2008,0,1,49233.98465
4818810,2009,0,1,50220.31379
4818840,2003,1,0,45092.95067
4818840,2004,1,0,39589.90578
4818840,2005,1,0,39260.0927
4818840,2006,1,0,42123.34552
4818840,2007,1,1,43106.52402
4818840,2008,1,1,43169.01474
4818840,2009,1,1,43347.89389
4818890,2003,1,0,45411.22303
4818890,2004,1,0,43345.08288
4818890,2005,1,0,42666.8129
4818890,2006,1,0,45482.47644
4818890,2007,1,1,45392.08515
4818890,2008,1,1,37804.0179
4818890,2009,1,1,39077.09539
4818900,2003,1,0,44186.20635
4818900,2004,1,0,44589.96405
4818900,2005,1,0,44633.61534
4818900,2006,1,0,47238.89277
4818900,2007,1,1,47526.23944
4818900,2008,1,1,47864.01422
4818900,2009,1,1,50263.3888
4818940,2003,0,0,46699.36399
4818940,2004,0,0,45812.06053
4818940,2005,0,0,44281.58599
4818940,2006,0,0,45367.97943
4818940,2007,0,1,45521.87842
4818940,2008,0,1,44718.01816
4818940,2009,0,1,46381.79374
4819020,2003,0,0,47126.44557
4819020,2004,0,0,44644.68386
4819020,2005,0,0,44199.10284
4819020,2006,0,0,45577.87224
4819020,2007,0,1,45410.66004
4819020,2008,0,1,43055.98888
4819020,2009,0,1,44363.24997
4819050,2003,0,0,37782.82484
4819050,2004,0,0,38060.02595
4819050,2005,0,0,37737.70307
4819050,2006,0,0,42066.09925
4819050,2007,0,1,38086.31396
4819050,2008,0,1,39524.00118
4819050,2009,0,1,41013.96354
4819080,2003,0,0,43789.57066
4819080,2004,0,0,42905.02505
4819080,2005,0,0,41804.38875
4819080,2006,0,0,42893.97877
4819080,2007,0,1,43141.56362
4819080,2008,0,1,43027.00929
4819080,2009,0,1,42987.63492
4819110,2003,0,0,41313.88553
4819110,2004,0,0,38547.94424
4819110,2005,0,0,39792.49179
4819110,2006,0,0,40767.58452
4819110,2007,0,1,39544.77549
4819110,2008,0,1,39560.99534
4819110,2009,0,1,40231.42319
4819140,2003,0,0,41763.14597
4819140,2004,0,0,40585.14603
4819140,2005,0,0,38112.80186
4819140,2006,0,0,40145.37991
4819140,2007,0,1,40403.79369
4819140,2008,0,1,40310.99961
4819140,2009,0,1,38804.7341
4819170,2003,0,0,44166.3211
4819170,2004,0,0,44599.06518
4819170,2005,0,0,43247.5958
4819170,2006,0,0,44052.53256
4819170,2007,0,1,43519.54487
4819170,2008,0,1,43145.01977
4819170,2009,0,1,43860.20363
4819280,2003,0,0,42172.66535
4819280,2004,0,0,41175.66569
4819280,2005,0,0,40252.30062
4819280,2006,0,0,41806.38219
4819280,2007,0,1,41121.70733
4819280,2008,0,1,39700.98809
4819280,2009,0,1,40277.37552
4819320,2003,0,0,42065.01609
4819320,2004,0,0,42014.70022
4819320,2005,0,0,40977.21289
4819320,2006,0,0,42065.05621
4819320,2007,0,1,41910.69156
4819320,2008,0,1,41678.99371
4819320,2009,0,1,42627.72749
4819350,2003,0,0,43408.16781
4819350,2004,0,0,42488.96134
4819350,2005,0,0,41583.31058
4819350,2006,0,0,42847.3294
4819350,2007,0,1,42330.94181
4819350,2008,0,1,45391.00293
4819350,2009,0,1,46231.24786
4819380,2003,0,0,45736.45228
4819380,2004,0,0,44554.64036
4819380,2005,0,0,44129.81791
4819380,2006,0,0,44966.26719
4819380,2007,0,1,45295.26389
4819380,2008,0,1,45073.9899
4819380,2009,0,1,46636.38808
4819440,2003,0,0,40256.17796
4819440,2004,0,0,39892.00465
4819440,2005,0,0,39173.21274
4819440,2006,0,0,41343.17009
4819440,2007,0,1,40926.01245
4819440,2008,0,1,39211.00038
4819440,2009,0,1,40012.74839
4819500,2003,0,0,38511.71377
4819500,2004,0,0,40571.44677
4819500,2005,0,0,38916.91637
4819500,2006,0,0,44452.1436
4819500,2007,0,1,41268.99394
4819500,2008,0,1,43653.01678
4819500,2009,0,1,43366.08721
4819530,2003,1,0,39468.78181
4819530,2004,1,0,36963.34687
4819530,2005,1,0,36902.80005
4819530,2006,1,0,39900.52741
4819530,2007,1,1,38102.77135
4819530,2008,1,1,38451.01415
4819530,2009,1,1,38999.21091
4819560,2003,0,0,46733.31275
4819560,2004,0,0,46252.06282
4819560,2005,0,0,45051.5998
4819560,2006,0,0,45402.99535
4819560,2007,0,1,46817.62291
4819560,2008,0,1,46462.98827
4819560,2009,0,1,47490.71827
4819620,2003,0,0,46368.26038
4819620,2004,0,0,44685.70385
4819620,2005,0,0,42200.38534
4819620,2006,0,0,44286.78061
4819620,2007,0,1,43107.55178
4819620,2008,0,1,43701.00177
4819620,2009,0,1,44512.4247
4819650,2003,0,0,49996.43175
4819650,2004,0,0,49802.03657
4819650,2005,0,0,49233.79683
4819650,2006,0,0,51381.35486
4819650,2007,0,1,51263.10453
4819650,2008,0,1,50702.99366
4819650,2009,0,1,51845.56849
4819700,2003,0,0,50753.45212
4819700,2004,0,0,50138.33865
4819700,2005,0,0,49295.39072
4819700,2006,0,0,51393.01844
4819700,2007,0,1,51403.16496
4819700,2008,0,1,51383.02092
4819700,2009,0,1,52389.61487
4819740,2003,0,0,48139.64347
4819740,2004,0,0,47739.7885
4819740,2005,0,0,45163.79082
4819740,2006,0,0,47126.53546
4819740,2007,0,1,44696.87053
4819740,2008,0,1,41558.01715
4819740,2009,0,1,42765.31544
4819770,2003,0,0,41421.50864
4819770,2004,0,0,40642.15981
4819770,2005,0,0,39190.81254
4819770,2006,0,0,41510.64333
4819770,2007,0,1,40464.56587
4819770,2008,0,1,39789.98723
4819770,2009,0,1,41423.87886
4819820,2003,0,0,44933.85919
4819820,2004,0,0,43388.38443
4819820,2005,0,0,42551.28722
4819820,2006,0,0,43651.85113
4819820,2007,0,1,44545.42085
4819820,2008,0,1,45089.98349
4819820,2009,0,1,45851.31076
4819830,2003,0,0,42181.99719
4819830,2004,0,0,41710.32705
4819830,2005,0,0,40695.60536
4819830,2006,0,0,41496.86912
4819830,2007,0,1,41270.0566
4819830,2008,0,1,40310.00009
4819830,2009,0,1,41393.98446
4819840,2003,0,0,44531.36158
4819840,2004,0,0,43997.15387
4819840,2005,0,0,43696.41759
4819840,2006,0,0,45256.70545
4819840,2007,0,1,44986.29809
4819840,2008,0,1,44406.00173
4819840,2009,0,1,45299.88619
4819950,2003,0,0,49966.02096
4819950,2004,0,0,49587.72697
4819950,2005,0,0,48593.61234
4819950,2006,0,0,49098.14899
4819950,2007,0,1,49794.34299
4819950,2008,0,1,49561.01501
4819950,2009,0,1,50776.49683
4819980,2003,0,0,40747.60561
4819980,2004,0,0,42873.12133
4819980,2005,0,0,41983.69877
4819980,2006,0,0,42954.35889
4819980,2007,0,1,43149.79301
4819980,2008,0,1,42589.00281
4819980,2009,0,1,42515.87556
4820010,2003,0,0,47153.32932
4820010,2004,0,0,47582.47513
4820010,2005,0,0,46710.41022
4820010,2006,0,0,48800.27458
4820010,2007,0,1,47496.37994
4820010,2008,0,1,47642.00313
4820010,2009,0,1,48457.32521
4820040,2003,0,0,41433.20307
4820040,2004,0,0,39825.901
4820040,2005,0,0,41398.48501
4820040,2006,0,0,42335.34236
4820040,2007,0,1,42733.67862
4820040,2008,0,1,40910.98862
4820040,2009,0,1,42431.58238
4820070,2003,0,0,36100.34335
4820070,2004,0,0,36925.75319
4820070,2005,0,0,36557.3861
4820070,2006,0,0,39499.84733
4820070,2007,0,1,40604.65804
4820070,2008,0,1,40511.98217
4820070,2009,0,1,41858.68402
4820100,2003,1,0,42053.30376
4820100,2004,1,0,41934.87987
4820100,2005,1,0,40432.70307
4820100,2006,1,0,41730.06164
4820100,2007,1,1,41944.67911
4820100,2008,1,1,42417.98802
4820100,2009,1,1,43146.33648
4820130,2003,1,0,42176.16455
4820130,2004,1,0,45158.83786
4820130,2005,1,0,43823.99524
4820130,2006,1,0,44618.5921
4820130,2007,1,1,45543.50325
4820130,2008,1,1,47170.01574
4820130,2009,1,1,47669.90836
4820160,2003,1,0,56605.74586
4820160,2004,1,0,55801.86488
4820160,2005,1,0,53114.59678
4820160,2006,1,0,53596.76976
4820160,2007,1,1,52492.93942
4820160,2008,1,1,52757.02335
4820160,2009,1,1,53613.79338
4820190,2003,0,0,47181.44327
4820190,2004,0,0,45427.85617
4820190,2005,0,0,45064.79185
4820190,2006,0,0,45386.02505
4820190,2007,0,1,44532.04108
4820190,2008,0,1,44640.00069
4820190,2009,0,1,45722.58396
4820220,2003,0,0,43707.71221
4820220,2004,0,0,43354.21934
4820220,2005,0,0,42082.71111
4820220,2006,0,0,44598.42719
4820220,2007,0,1,43095.17927
4820220,2008,0,1,42528.00063
4820220,2009,0,1,43712.58938
4820250,2003,0,0,47300.74254
4820250,2004,0,0,46591.80005
4820250,2005,0,0,45675.2976
4820250,2006,0,0,47206.01734
4820250,2007,0,1,46968.01775
4820250,2008,0,1,47435.99339
4820250,2009,0,1,49053.78024
4820280,2003,0,0,47370.93986
4820280,2004,0,0,46124.41024
4820280,2005,0,0,46017.38066
4820280,2006,0,0,47552.671
4820280,2007,0,1,48508.87956
4820280,2008,0,1,48769.98673
4820280,2009,0,1,49415.79358
4820310,2003,0,0,45059.03328
4820310,2004,0,0,42940.39227
4820310,2005,0,0,41769.20033
4820310,2006,0,0,44663.08069
4820310,2007,0,1,43752.3357
4820310,2008,0,1,42972.0182
4820310,2009,0,1,43098.34399
4820340,2003,0,0,48559.70148
4820340,2004,0,0,48309.76275
4820340,2005,0,0,47731.18445
4820340,2006,0,0,50664.80827
4820340,2007,0,1,49397.74739
4820340,2008,0,1,49405.00277
4820340,2009,0,1,50541.31396
4820370,2003,0,0,44524.35485
4820370,2004,0,0,44198.93424
4820370,2005,0,0,41809.89087
4820370,2006,0,0,43692.12557
4820370,2007,0,1,42554.45258
4820370,2008,0,1,40989.99369
4820370,2009,0,1,41181.12432
4820400,2003,0,0,40375.52105
4820400,2004,0,0,39041.59624
4820400,2005,0,0,38487.88491
4820400,2006,0,0,41258.36887
4820400,2007,0,1,39592.1712
4820400,2008,0,1,39662.00957
4820400,2009,0,1,40612.67462
4820460,2003,0,0,42930.81077
4820460,2004,0,0,41043.42694
4820460,2005,0,0,40376.59921
4820460,2006,0,0,41931.48067
4820460,2007,0,1,41817.98587
4820460,2008,0,1,40393.00615
4820460,2009,0,1,44421.50412
4820500,2003,0,0,42090.73852
4820500,2004,0,0,40743.60324
4820500,2005,0,0,39710.00022
4820500,2006,0,0,41908.17358
4820500,2007,0,1,40785.93954
4820500,2008,0,1,39443.98461
4820500,2009,0,1,40589.48122
4820520,2003,1,0,40019.84662
4820520,2004,1,0,35960.15015
4820520,2005,1,0,34557.61418
4820520,2006,1,0,39228.46751
4820520,2007,1,1,39737.38997
4820520,2008,1,1,38903.00109
4820520,2009,1,1,41057.12894
4820550,2003,0,0,46859.65625
4820550,2004,0,0,46078.81758
4820550,2005,0,0,44005.5045
4820550,2006,0,0,45996.58359
4820550,2007,0,1,45614.57269
4820550,2008,0,1,44097.00344
4820550,2009,0,1,45614.7467
4820600,2003,0,0,44394.48433
4820600,2004,0,0,44112.31382
4820600,2005,0,0,43148.59965
4820600,2006,0,0,45831.20065
4820600,2007,0,1,46578.64962
4820600,2008,0,1,46647.99774
4820600,2009,0,1,48349.30851
4820610,2003,0,0,40125.13192
4820610,2004,0,0,39547.75492
4820610,2005,0,0,38860.80329
4820610,2006,0,0,39663.06867
4820610,2007,0,1,40194.72208
4820610,2008,0,1,40786.01733
4820610,2009,0,1,42851.41584
4820640,2003,0,0,43081.74207
4820640,2004,0,0,42853.74528
4820640,2005,0,0,41504.11189
4820640,2006,0,0,42962.83937
4820640,2007,0,1,43748.20507
4820640,2008,0,1,43667.00696
4820640,2009,0,1,44020.27933
4820700,2003,0,0,43721.71991
4820700,2004,0,0,42360.13933
4820700,2005,0,0,42597.49241
4820700,2006,0,0,44625.99669
4820700,2007,0,1,43448.50747
4820700,2008,0,1,42671.98087
4820700,2009,0,1,43670.46355
4820760,2003,0,0,41103.27961
4820760,2004,0,0,40305.8485
4820760,2005,0,0,39719.88563
4820760,2006,0,0,41367.54373
4820760,2007,0,1,40584.0623
4820760,2008,0,1,39611.01694
4820760,2009,0,1,41663.77294
4820790,2003,1,0,48800.69344
4820790,2004,1,0,46546.18929
4820790,2005,1,0,46393.60548
4820790,2006,1,0,48700.64213
4820790,2007,1,1,46969.04798
4820790,2008,1,1,48642.01798
4820790,2009,1,1,47904.47427
4820850,2003,0,0,49802.22655
4820850,2004,0,0,49469.16966
4820850,2005,0,0,48727.81978
4820850,2006,0,0,49448.98182
4820850,2007,0,1,52197.31277
4820850,2008,0,1,52909.99502
4820850,2009,0,1,54750.74762
4820960,2003,0,0,42151.59587
4820960,2004,0,0,42402.29518
4820960,2005,0,0,41587.71274
4820960,2006,0,0,43915.78687
4820960,2007,0,1,46265.51814
4820960,2008,0,1,46243.9915
4820960,2009,0,1,47214.25657
4820970,2003,1,0,37844.81552
4820970,2004,1,0,34841.80861
4820970,2005,1,0,35582.81489
4820970,2006,1,0,39301.63711
4820970,2007,1,1,36600.01455
4820970,2008,1,1,37407.01359
4820970,2009,1,1,38091.18141
4821000,2003,0,0,44104.32148
4821000,2004,0,0,42328.19674
4821000,2005,0,0,40942.01791
4821000,2006,0,0,42716.932
4821000,2007,0,1,40429.5413
4821000,2008,0,1,39539.00585
4821000,2009,0,1,40377.79292
4821030,2003,0,0,43887.86089
4821030,2004,0,0,42959.76654
4821030,2005,0,0,42033.21587
4821030,2006,0,0,44556.04257
4821030,2007,0,1,44742.16255
4821030,2008,0,1,44217.02088
4821030,2009,0,1,46064.93331
4821060,2003,0,0,41625.09031
4821060,2004,0,0,40410.73005
4821060,2005,0,0,39875.00262
4821060,2006,0,0,41226.5887
4821060,2007,0,1,40418.24579
4821060,2008,0,1,40247.00349
4821060,2009,0,1,41497.81892
4821090,2003,0,0,41188.6655
4821090,2004,0,0,40889.53558
4821090,2005,0,0,38959.80673
4821090,2006,0,0,42403.18482
4821090,2007,0,1,40179.27698
4821090,2008,0,1,41984.98003
4821090,2009,0,1,41235.04267
4821150,2003,0,0,49672.35459
4821150,2004,0,0,49547.82981
4821150,2005,0,0,49272.31336
4821150,2006,0,0,49847.5575
4821150,2007,0,1,50468.96946
4821150,2008,0,1,50726.01546
4821150,2009,0,1,50502.96136
4821180,2003,0,0,43820.025
4821180,2004,0,0,42726.0583
4821180,2005,0,0,40267.69699
4821180,2006,0,0,41605.00859
4821180,2007,0,1,40413.08098
4821180,2008,0,1,39755.01576
4821180,2009,0,1,40616.16059
4821270,2003,0,0,39328.37013
4821270,2004,0,0,38754.28926
4821270,2005,0,0,37575.98993
4821270,2006,0,0,40099.80762
4821270,2007,0,1,39401.61334
4821270,2008,0,1,39815.00196
4821270,2009,0,1,41323.53965
4821300,2003,1,0,50643.45634
4821300,2004,1,0,50417.63985
4821300,2005,1,0,49856.40042
4821300,2006,1,0,51723.78337
4821300,2007,1,1,49889.07575
4821300,2008,1,1,48947.98156
4821300,2009,1,1,50166.22292
4821330,2003,0,0,44326.62629
4821330,2004,0,0,43982.34486
4821330,2005,0,0,41297.30146
4821330,2006,0,0,43746.20248
4821330,2007,0,1,43312.52149
4821330,2008,0,1,40989.01643
4821330,2009,0,1,41297.53776
4821360,2003,0,0,43442.0854
4821360,2004,0,0,42751.1249
4821360,2005,0,0,42073.88274
4821360,2006,0,0,43896.73499
4821360,2007,0,1,43340.32937
4821360,2008,0,1,42284.98542
4821360,2009,0,1,43014.41378
4821390,2003,0,0,44554.76783
4821390,2004,0,0,44471.39413
4821390,2005,0,0,45877.68585
4821390,2006,0,0,48094.30621
4821390,2007,0,1,49275.17982
4821390,2008,0,1,48808.00076
4821390,2009,0,1,49552.79157
4821420,2003,0,0,50208.19811
4821420,2004,0,0,49403.02393
4821420,2005,0,0,48860.90674
4821420,2006,0,0,50482.49607
4821420,2007,0,1,50122.89657
4821420,2008,0,1,50097.99848
4821420,2009,0,1,49975.59979
4821450,2003,0,0,41102.10365
4821450,2004,0,0,38933.28712
4821450,2005,0,0,39209.50463
4821450,2006,0,0,41149.20744
4821450,2007,0,1,40022.70916
4821450,2008,0,1,42859.01764
4821450,2009,0,1,44238.02585
4821480,2003,0,0,40235.14503
4821480,2004,0,0,39151.02808
4821480,2005,0,0,39498.79259
4821480,2006,0,0,41563.6454
4821480,2007,0,1,41937.47944
4821480,2008,0,1,38817.9849
4821480,2009,0,1,41920.60508
4821540,2003,0,0,42738.93621
4821540,2004,0,0,41541.61241
4821540,2005,0,0,40895.81431
4821540,2006,0,0,43266.03585
4821540,2007,0,1,43850.2078
4821540,2008,0,1,43533.99048
4821540,2009,0,1,45477.05482
4821560,2003,1,0,39686.41397
4821560,2004,1,0,39857.81777
4821560,2005,1,0,41239.01467
4821560,2006,1,0,34701.20745
4821560,2007,1,1,34903.60047
4821560,2008,1,1,34514.9945
4821560,2009,1,1,35359.48367
4821590,2003,0,0,38034.37271
4821590,2004,0,0,37166.27785
4821590,2005,0,0,35365.01442
4821590,2006,0,0,37357.56631
4821590,2007,0,1,38915.46895
4821590,2008,0,1,37327.01089
4821590,2009,0,1,38742.35336
4821600,2003,0,0,37962.98316
4821600,2004,0,0,36701.16768
4821600,2005,0,0,36582.70602
4821600,2006,0,0,37717.98599
4821600,2007,0,1,37638.25146
4821600,2008,0,1,37203.01652
4821600,2009,0,1,38121.63525
4821630,2003,0,0,42613.74516
4821630,2004,0,0,43977.77311
4821630,2005,0,0,41377.605
4821630,2006,0,0,44380.09179
4821630,2007,0,1,43592.69389
4821630,2008,0,1,41059.98737
4821630,2009,0,1,42409.4533
4821660,2003,0,0,50569.75994
4821660,2004,0,0,50056.25863
4821660,2005,0,0,49333.90839
4821660,2006,0,0,51534.02357
4821660,2007,0,1,51133.32397
4821660,2008,0,1,50936.0142
4821660,2009,0,1,52065.86226
4821720,2003,0,0,44918.64921
4821720,2004,0,0,44503.34125
4821720,2005,0,0,43950.52025
4821720,2006,0,0,45484.60188
4821720,2007,0,1,45080.00833
4821720,2008,0,1,43490.00443
4821720,2009,0,1,44151.53935
4821750,2003,1,0,44104.32148
4821750,2004,1,0,43404.35943
4821750,2005,1,0,43939.49812
4821750,2006,1,0,46067.61318
4821750,2007,1,1,44664.91227
4821750,2008,1,1,44561.99184
4821750,2009,1,1,45571.96119
4821780,2003,0,0,44071.568
4821780,2004,0,0,43675.66979
4821780,2005,0,0,43897.69785
4821780,2006,0,0,45099.83183
4821780,2007,0,1,44694.7819
4821780,2008,0,1,44152.00253
4821780,2009,0,1,45281.35661
4821810,2003,0,0,47011.75528
4821810,2004,0,0,47287.21163
4821810,2005,0,0,45927.19648
4821810,2006,0,0,47644.86562
4821810,2007,0,1,46318.05341
4821810,2008,0,1,46960.9859
4821810,2009,0,1,46837.45116
4821840,2003,0,0,39452.41165
4821840,2004,0,0,39163.57543
4821840,2005,0,0,38290.99127
4821840,2006,0,0,42595.05503
4821840,2007,0,1,42116.71767
4821840,2008,0,1,41135.98469
4821840,2009,0,1,43589.70072
