id,EM,PrevImpr,Rec,DetLength,percJudgeSentToEM,judgeAlreadyUsedEM
648,0,0,0,1124,0,0
649,0,0,0,352,0.005952381,1
650,0,0,0,288,0,0
651,0,0,0,609,0.011363636702299118,0
652,0,0,1,1099,0.071428575,1
653,0,0,0,558,0.016438355669379234,1
654,0,1,0,1489,0.069892474,1
655,0,1,0,42,0,0
657,0,0,1,174,0,0
658,0,0,0,371,0.004950495,0
660,0,0,0,421,0.004950495,0
661,0,0,1,362,0.003584229,1
662,0,0,1,316,0.003584229,1
663,0,0,0,479,0.018315019086003304,1
664,0,0,1,517,0,0
665,0,0,0,19,0,0
666,0,0,0,1069,0.005747126,0
668,0,0,0,297,0.064864866,1
669,0,0,0,33,0,0
670,0,0,0,349,0,0
671,0,0,0,505,0,0
672,0,0,0,651,0.051612902,1
673,0,0,1,172,0.054054055362939835,0
674,0,0,1,882,0,0
675,0,0,1,195,0,0
676,0,0,1,224,0.002277904,1
677,0,0,1,371,0.005952381,1
678,0,0,0,424,0,0
679,0,0,1,739,0.004878049,0
680,0,1,0,1036,0,0
681,0,0,1,204,0.002277904,1
682,0,0,0,307,0.004950495,1
683,0,0,0,850,0.036363635,0
684,0,0,0,154,0.008,1
685,0,0,0,1968,0,0
686,0,0,1,950,0.035087719559669495,1
687,0,0,0,155,0.003584229,1
688,0,0,0,805,0,0
689,0,0,0,1158,0,0
691,0,0,1,385,0.008,1
692,0,0,0,279,0,0
693,0,0,0,126,0.003584229,1
696,0,0,0,139,0.018617020919919014,1
697,0,0,0,418,0,0
698,0,0,0,1416,0,0
700,0,0,0,161,0,0
701,0,0,0,302,0,0
702,0,0,0,640,0,0
703,0,0,0,748,0.013937282375991344,0
705,0,0,0,1400,0,0
706,0,0,0,323,0,0
707,0,0,1,50,0.020202020183205605,0
708,0,0,0,289,0.002793296,1
709,0,0,0,551,0.016438355669379234,1
711,0,0,0,163,0.009852217,1
712,0,0,0,860,0,0
713,0,0,0,239,0.04109589,1
714,0,0,0,311,0.002793296,0
715,0,1,0,440,0.064864866,1
716,0,0,0,676,0.01,0
718,0,0,0,724,0,0
719,0,0,0,453,0.008,1
720,0,0,0,240,0.011363636702299118,0
721,0,0,0,2,0.00390625,0
722,0,0,0,1603,0.018617020919919014,1
723,0,0,0,8,0,0
724,0,0,1,156,0,0
725,0,0,0,137,0.003952569,0
726,0,0,0,286,0.057471264,1
727,0,0,1,360,0.040935673,1
729,0,0,1,815,0.040935673,1
730,0,0,1,429,0,0
733,0,0,0,155,0.052401747554540634,1
734,0,0,0,326,0.016438355669379234,1
735,0,0,0,1264,0.057471264,1
736,0,0,0,455,0,0
737,0,0,0,305,0,0
739,0,0,1,719,0.051612902,0
740,0,0,0,761,0.007092198,1
741,0,0,0,1024,0.008,1
742,0,0,0,1238,0,0
743,0,0,0,288,0.013937282375991344,1
744,0,0,0,365,0.004878049,0
745,0,0,1,575,0,0
746,0,0,0,341,0.016438355669379234,1
747,0,0,0,190,0.002793296,0
748,0,0,1,241,0,0
751,0,0,1,538,0,0
752,0,1,0,1074,0,0
753,0,0,0,224,0.035087719559669495,0
754,0,0,0,287,0.016438355669379234,1
755,0,0,0,747,0.018604651,0
756,0,0,0,165,0.013937282375991344,1
757,0,0,0,1869,0.012195121496915817,0
758,0,0,1,1023,0.064864866,1
759,0,0,0,145,0.002277904,1
760,0,0,0,1028,0,0
761,0,0,0,1084,0.032258063554763794,1
762,0,0,0,1035,0,0
763,0,0,1,287,0.052401747554540634,1
764,0,0,1,288,0.020202020183205605,0
765,0,0,1,140,0,0
766,0,0,0,1102,0,0
767,0,1,0,680,0.018617020919919014,1
768,0,0,0,2095,0.005747126,0
769,0,0,1,618,0.051612902,0
770,0,0,0,297,0.016438355669379234,1
771,0,0,0,141,0.051612902,1
772,0,0,0,988,0.027027027681469917,1
773,0,0,1,401,0,0
774,0,0,0,152,0.002793296,1
775,0,0,1,352,0.011494253,0
776,0,0,0,720,0.067164183,1
777,0,0,0,812,0.002793296,0
778,0,0,0,1112,0.020202020183205605,0
779,0,0,1,1275,0.002793296,0
780,0,0,0,516,0,0
781,0,0,1,842,0.004878049,0
782,0,0,0,1664,0.067164183,1
783,0,0,0,1330,0,0
784,0,0,0,107,0.016438355669379234,1
785,0,0,1,265,0.00390625,0
786,0,0,1,183,0.037037037,0
787,0,0,0,246,0.002277904,1
788,0,0,1,409,0.00390625,0
789,0,0,0,17,0,0
790,0,0,0,809,0.009852217,1
791,0,1,1,499,0,0
792,0,0,1,517,0.013937282375991344,1
793,0,0,0,703,0.008,1
794,0,0,0,783,0,0
795,0,0,0,427,0.002277904,1
796,0,0,1,304,0.017543859779834747,1
797,0,0,0,1,0.052401747554540634,1
798,0,0,0,1740,0,0
799,0,0,0,10,0,0
800,0,0,1,147,0,0
801,0,0,0,124,0,0
803,0,0,0,342,0,0
805,0,0,0,961,0.003584229,1
806,0,0,0,596,0.008,1
807,0,1,0,1460,0,0
808,0,0,1,1886,0,0
809,0,0,0,603,0.027027027681469917,1
810,0,0,0,362,0,0
811,0,0,0,176,0.013937282375991344,0
812,0,0,1,372,0,0
814,0,0,0,346,0,0
815,0,0,0,533,0,0
816,0,0,1,539,0,0
817,0,0,0,19,0,0
819,0,0,1,578,0.009852217,1
821,0,0,0,1600,0.01,0
823,0,0,0,260,0.067164183,1
824,0,0,1,172,0.002277904,1
825,0,0,0,301,0,0
827,0,0,0,729,0.007092198,1
828,0,0,1,713,0.064864866,1
829,0,1,0,1058,0.008,1
830,0,0,0,284,0.00390625,0
831,0,0,1,877,0.046153847,1
832,0,0,0,159,0.04109589,1
833,0,0,0,2280,0.009852217,0
834,0,0,0,906,0,0
835,0,0,0,123,0.037037037,0
836,0,0,0,1025,0,0
837,0,0,1,1335,0.012658228166401386,1
838,0,0,0,337,0.017964073,1
839,0,0,1,377,0.052401747554540634,1
841,0,1,0,493,0.007633588,0
842,0,0,0,756,0.026490066200494766,0
845,0,0,0,164,0.003584229,1
846,0,0,0,430,0.051612902,1
847,0,0,0,640,0.00862069,0
849,0,0,1,938,0.018604651,0
850,0,0,0,511,0.002793296,1
852,0,0,1,629,0.008,1
853,0,0,0,134,0,0
854,0,0,1,699,0.003952569,0
855,0,0,0,176,0.006944444,0
856,0,0,0,379,0.005747126,0
857,0,1,0,368,0,0
858,0,0,1,503,0.046153847,1
859,0,0,0,644,0,0
860,0,0,1,618,0.003952569,0
861,0,0,0,543,0.020689655,0
863,0,0,0,1760,0.007042253,0
864,0,0,0,4,0,0
866,0,0,0,164,0.035087719559669495,1
868,0,0,0,397,0,0
869,0,0,1,1035,0,0
870,0,0,0,1028,0.009852217,1
871,0,0,0,1640,0.006622517,1
873,0,1,1,646,0.01,0
874,0,0,0,1988,0.008,1
875,0,0,0,1155,0,0
876,0,0,0,193,0,0
877,0,0,0,1021,0,0
878,0,0,1,540,0.052401747554540634,1
879,0,0,0,527,0.005747126,0
880,0,0,0,372,0,0
881,0,0,0,1316,0,0
882,0,0,0,419,0.005405406,1
883,0,0,0,757,0.047872342,0
884,0,0,0,1254,0.03846154,1
885,0,0,0,1000,0.007042253,0
886,0,0,0,1170,0.057471264,1
887,0,0,0,650,0.011111111380159855,1
888,0,0,0,433,0.069892474,1
889,0,0,0,1036,0,0
890,0,0,0,1512,0,0
891,0,0,0,78,0.064864866,1
892,0,0,0,1285,0.003952569,0
893,0,0,0,1611,0.011111111380159855,1
894,0,0,0,1125,0.047872342,1
895,0,0,0,1015,0.008,1
896,0,0,0,123,0.018604651,1
897,0,0,0,692,0.011173184029757977,0
898,0,0,0,277,0.016483517363667488,1
899,0,0,1,1261,0.046153847,1
900,0,0,0,395,0.013937282375991344,1
901,0,0,1,836,0.10928961634635925,1
902,0,0,0,894,0.008,1
903,0,0,0,624,0.13812154531478882,1
904,0,1,0,295,0.020202020183205605,1
905,0,0,0,784,0,0
906,0,0,0,1130,0,0
907,0,0,0,924,0,0
908,0,0,1,679,0.016438355669379234,1
909,0,0,0,138,0.00862069,0
910,0,0,1,641,0,0
911,0,0,0,1036,0.006666667,0
912,0,0,0,327,0.01,0
913,0,0,0,1041,0.007092198,1
914,0,0,0,1091,0,0
915,0,0,0,1158,0.005405406,1
916,0,0,0,769,0,0
917,0,0,0,1031,0.003952569,0
918,0,0,0,851,0,0
919,0,0,0,694,0,0
920,0,0,0,1129,0.020689655,1
921,0,0,0,1454,0.006666667,0
922,0,0,0,843,0,0
923,0,0,0,157,0.007092198,1
924,0,0,1,289,0,0
925,0,0,1,2056,0.10928961634635925,1
926,0,0,0,263,0,0
927,0,0,0,1053,0.015789473429322243,1
928,0,0,0,1262,0,0
929,0,0,0,1010,0,0
930,0,0,0,582,0,0
931,0,0,1,534,0.051612902,1
932,0,0,0,317,0,0
933,0,0,0,1567,0.018604651,1
934,0,0,0,520,0.007042253,0
935,0,0,1,812,0,0
936,0,0,0,1162,0.01,0
937,0,0,0,1092,0.012658228166401386,1
938,0,0,0,1194,0.018617020919919014,1
939,0,0,0,677,0,0
940,0,0,1,584,0.027027027681469917,1
941,0,0,0,1042,0,0
943,0,1,1,761,0.016438355669379234,1
944,0,0,0,1434,0,0
945,0,0,0,1475,0.064864866,1
946,0,0,0,1079,0.013793103396892548,1
947,0,0,0,148,0.035087719559669495,1
948,0,0,0,628,0,0
949,0,0,0,283,0.035087719559669495,1
950,0,0,0,290,0.035087719559669495,1
951,0,0,0,893,0,0
952,0,0,0,841,0,0
953,0,0,0,720,0.013937282375991344,1
954,0,0,0,616,0.030769231,1
955,0,0,0,284,0.007092198,1
956,0,0,0,1196,0,0
957,0,1,0,699,0.036363635,1
958,0,0,0,820,0.018617020919919014,1
959,0,0,0,1538,0,0
960,0,0,0,1082,0,0
961,0,0,0,1854,0,0
962,0,0,0,1309,0.13812154531478882,1
